date,message
2022-06-12," активність стратегічної авіації рф. імовірні тривоги по країні протягом наступних 3-4 годин.  22:35 зліт ту-95мс, борт 38046. 22:48 зліт супровідного судна, борт 38042. може бути як ту-95, так і ту-22м3. 23:24 інформації про запуск ракет усе ще немає. upd. найімовірніше, я помилився. станом на 03:30 немає повідомлень про вибухи і немає тривог. запуски о 00:08 і 00:11 були здійснені авіацією на окупованих територіях донецької та запорізької областей.  приношу вибачення, робочий момент. ℹ запуски бортами 38042/43, ймовірно, було зроблено над каспійським морем, вони долетять до нас за годину. точно сказати, де знаходяться борти складно, інформація буде оновлюватися. засікаємо ще годину до масової хвилі тривог по країні.  повторний запуск бортом 38042.  повторний запуск бортом 38043."
2022-06-13," харків під обстрілом рсзв.  активність стратегічної авіації рф. імовірні тривоги по країні протягом наступних 3-4 годин.  22:47 зліт борту 40365. 23:27 зліт борту 20844.  новина доповнюється.  миколаїв під обстрілом рсзв. запуск ракет з акваторії чорного моря. ℹ ті повідомлення про вибухи в харкові та миколаєві, що надходили паралельно з атакою авіації, - це результат обстрілу ворожими рсзв (з бєлгородської області рф і херсонської області відповідно). не варто плутати їх із прильотами від ракет, пущених авіацією або флотом.  одне збиття силами ппо. один із пусків невдалий, ракета не запустилася. 00:01 запуск ракет бортом 94572. ракети х-101/х-55"
2022-06-14," активність стратегічної авіації рф. імовірні тривоги по країні протягом наступних 3-4 годин.  23:00 зліт борту 37992. 23:06 зліт борту 94575. 00:10 тривоги по країні.  новина доповнюється  у новій каховці херсонської області вибухи на ворожому складі боєприпасів.  повідомлення про роботу ппо. запуск ракет з акваторії чорного моря. запуск ракет з акваторії чорного моря.  вибух на військовій базі в місті клинці, брянської області рф, є повідомлення про пошкодження. запуск ракет з акваторії чорного моря.  upd. у небі морська авіація вмф рф.  повідомлення про роботу ппо.  уточнення: дві ракети онікс були збиті силами ппо. - ок південь запуск ракет з акваторії чорного моря.  дякуємо за 3к на каналі! команда з кількох радіоаматорів на різних континентах працює для вас практично цілодобово. 00:11 борт 20840 - пуск був теж невдалий. 00:13 борт 20842 - невдалий запуск ракети. 00:05 успішний пуск ракети. 00:03 борт 20844 - невдалий запуск ракети.  прохання ділитися повідомленнями, у каналу немає реклами."
2022-06-15," харків під обстрілом рсзв.  харківська область під обстрілом рсзв.  збиття силами ппо. запуск ракет з акваторії чорного моря.  уточнення: проліт було зафіксовано над територією миколаївської області. ℹ у каналу з'явився бот зворотного зв'язку - _bot пишіть свої запитання або уточнення щодо інформації. запуск ракет з акваторії чорного моря. виглядає як навчальний політ. причин для занепокоєння зараз немає.  активність стратегічної авіації рф. імовірні тривоги по країні протягом наступних 3-4 годин.  18:30 зліт борту 94244.  новина доповнюється. прохання, діліться повідомленнями з тими, кому це могло бути цікаво.  ситуація на херсонському напрямку: зсу рухаються в напрямку томиної балки з південного боку. бої за станіслав і широку балку.  північніше бої за миролюбівку і кисельовку, у напрямку чорнобаївки. просування не швидке, але результативне. тривога така тривала, тому що запуск проводився над акваторією каспійського моря. тисячу кілометрів ракети класу х-101 долають трохи більше ніж за годину. відстань ілюстративна, до яворівського полігону - на даний момент найдальшої точки влучення.  00:38 запуск ракет."
2022-06-16,"імовірність попадання по західних областях ракетами калібр, пущеними флотом рф.  активність стратегічної авіації рф. ймовірні тривоги по країні протягом наступних 3-4 годин.  на 00:20 в небі один ту-95мс. 00:42 курс північно-східний, зараз над самарською областю, це тренувальний політ. харківська область - загроза обстрілу рсзв/отрк.  upd. повідомляють про два прильоти в області.  запуск ракет з акваторії чорного моря. наш підписник повідомляє, що в районі золотого луганської області було збито літак за словами свідка, літак горів і пікірував, катапультації не було видно.   також він повідомляє, що в районі золотого раніше української авіації не бачив, тому висока ймовірність збиття російського борту.  чекаємо на підтвердження інформації / фото-відео.  uаf | підписатися | чат тривоги зараз через ракети калібр, запущені з акваторії чорного моря. повідомлення про збиття однієї з них силами ппо. росіяни перейшли в наступ на півночі харківської області. заявляється про бої в прудянці, ймовірно цупівку захоплено. також ведуться наступи на дементіївку та руську лозову. варто очікувати збільшення артобстрілів в області.  за добу 6 літаків доставляли військовий вантаж до жешува. впс британії, сша, франції, італії, бельгії, німеччини.  короткий огляд свіжих знімків чф рф у севастополі: - 3 підводні човни варшав'янка біля причалу південної бухти.  - більшість військових суден біля пристані севастопольської бухти. - десантні кораблі також біля пристані.  міноборони сша оголосило вчора про додаткову допомогу україні в розмірі 1 мільярда доларів у вигляді допомоги в гарантуванні безпеки, яка включатиме в себе системи берегової оборони harpoon, додаткові 155-мм гаубиці та додаткові боєприпаси для himars. - пентагон.  надання harpoon не є відповіддю на будь-яку конкретну нову інформацію. це поєднання постійних консультацій з українцями та берегової оборони, яка, як і раніше, перебуває у верхній частині списку їхніх невідкладних потреб.   від початку російського вторгнення в україну 24 лютого сша надали близько 5,6 млрд доларів у вигляді допомоги в галузі безпеки.  повідомлення про вибухи в небі над миколаєвом, повітряної тривоги немає.  upd. це звуки контрбатарейної стрільби зсу і сил противника в області.  вибухи в сумах.  чернігівська, сумська, полтавська, харківська області, загроза ракетного обстрілу. імовірно рсзв/отрк."
2022-06-17,"запуск ракет з акваторії чорного моря.  upd. або збиття над морем, або невдалий запуск. відео з бєлгородської області рф із запусками, вочевидь, ракет отрк іскандер.  вибухи в харкові. харківська область - загроза обстрілу рсзв/отрк. upd. точка ураження буксира ракетами гарпун. за 29 км на схід від острова зміїний, поза зоною досяжності російських ппо.  у запоріжжі чули вибухи, інформація уточнюється. - відео з прильотами в містах ми не публікуємо до офіційних заяв. - причина повітряної тривоги в закарпатській області залишається невідомою, але ігнорувати сигнали тривоги не варто.  сьогодні вранці в акваторії чорного моря ракетами harpoon було уражено буксир чф рф василь бех, який перевозив на острів зміїний боєприпаси, озброєння та особовий склад. - голова одеської військової адміністрації харківська область - загроза обстрілу рсзв/отрк. ще два вибухи в миколаєві.  вибухи в миколаєві, інформація уточнюється."
2022-06-18," у харкові вибух. запуск рсзв/отрк з бєлгородської області рф.  у миколаєві влучання. запуск ракет з акваторії чорного моря.  трохи південніше зміїного острова у виключній економічній зоні румунії були зняті два патрульні кораблі вмф рф. один із кораблів оснащений вертольотом ка-29, у другого помічено зрк тор. вибухи в дніпрі.  уточнення: попадання в новомосковському районі дніпропетровської області. робота ппо в одеській області. 19:03 пуск ракет дальньою авіацією з окупованих районів донецької та запорізької областей.  східні області - загроза ракетного обстрілу. кіровоградська, полтавська, дніпропетровська, запорізька, харківська.  активні комунікації чорноморського флоту рф. ймовірно перегрупування в морі. стежимо за ситуацією.  вибухи в кременчуці, полтавської області.  upd. 6-8 влучань, включно з нпз та об'єктами інфраструктури - голова полтавської ова. 04:30 запуск ракет авіацією, з окупованих районів запорізької та донецької областей.  східні області - загроза ракетного обстрілу. полтавська, харківська, дніпропетровська, запорізька. вибухи в одесі.  upd. є щонайменше одне збиття силами ппо. запуск ракет з акваторії чорного моря. ймовірно пуски ракет онікс із криму. дніпропетровська область - загроза обстрілу рсзв/отрк."
2022-06-19," повторний запуск балістичних з бєлгородської області рф. у харкові та області вибухи. повідомлення про вибухи в харкові. харківська область - загроза обстрілу рсзв/отрк/артилерії.  у харківській області вибухи від артилерійських обстрілів.  найближчої доби можливі ракетні удари по об'єктах у чернігівській області.  повідомляють про вибухи в миколаївській області.  upd. також інформація про збиття однієї з ракет. запуск ракет з акваторії чорного моря.  імовірність запуску ракет з акваторії чорного моря.  рф перекидає частини 49-ї загальновійськової армії та 22-го армійського корпусу від нової кубані до нової каховки херсонської області. ймовірно, для захисту переправи через дніпро. запеклі бої на трасі бахмут-лисичанськ. рф продовжує обстрілювати житлові райони донецька з окупованих територій з метою звинуватити україну. повідомлення про вибухи та підвезення боєкоплектів.  за тиждень партнери україни здійснили 30 рейсів до польського жешува. розбивка за країнами на графіку.  східні області - загроза ракетного обстрілу. харківська, дніпропетровська, запорізька області. харківська область - загроза обстрілу рсзв/отрк.  повідомлення про роботу ппо в київській області. імовірно, збито розвідувальний дрон.  upd. повідомляють, що було збито ракету.  східні області - загроза ракетного обстрілу. кіровоградська, дніпропетровська, черкаська.  східні області - загроза ракетного обстрілу. харківська, дніпропетровська, запорізька області.  на підтвердження наших слів про перегрупування.  росія переформатовує корабельне угруповання з акцентом на підводний флот, намагаючись мінімізувати втрати в морі. наразі в готовності до ракетного удару 28 калібрів на 2 надводних ракетних кораблях і 3 підводних човнах. також на виконанні бойових завдань - 3 повітряно-десантні корпуси. - офіцер ок південь владислав назаров.  запис радіограм про запуски бортами 94575 і 38043. борт 38043 - пуск ракет. борт 94575 - пуск ракет.  східні області - загроза ракетного обстрілу. полтавська, харківська, дніпропетровська, запорізька. запуск ракет з акваторії чорного моря.  імовірність запуску ракет з акваторії чорного моря.  активність стратегічної авіації рф. імовірні тривоги по країні протягом наступних 3-4 годин.  00:32 зліт борту 38043. 00:51 зліт борту 94575. 02:00 запуску ракет не було.  новина доповнюється. прохання ділитися повідомленнями. також просимо звернути увагу, що наш канал перший публікує матеріали, які стосуються стратегічної авіації. численні канали з недобросовісними власниками часто копіюють наші матеріали, видаючи за свої."
2022-06-20," на даний момент у морі десантних кораблів не виявлено. жодних додаткових переміщень флоту теж. комунікація флоту теж у межах норми. станом на 23:40 ймовірність десантної операції мінімальна. нагадуємо, що для запуску ракет калібр флоту немає необхідності шикуватися або займати особливі позиції на рейді.  харків - вибухи. харківська область - загроза обстрілу рсзв/отрк/артилерії.  за ситуацією в чорному морі стежимо.  частина кораблів дійсно залишила порт севастополя, однак це може бути звичайним нічним перегрупуванням флоту.  для тих хто питав про ефір прикріплюю фрагмент комунікації флоту зараз.  активність стратегічної авіації рф. імовірні тривоги по країні протягом наступних 3-4 годин.  21:15 зліт борту 38048. 01:30 повертається на аеродром. це був тренувальний політ.  повітряні тривоги в центральних і північних областях.  інформації про запуски ракет наразі немає. припускаю, що працює тактична авіація рф з аеродромів білорусі. продовжуємо спостерігати за ситуацією.  повторні вибухи в одесі. ℹ відповідаючи на ваші запитання:  чому тривогу вмикають після вибуху? найчастіше, це свідчить про те, що росіяни запускали надзвукові ракети. здебільшого це ракети онікс наземного базування. у таких випадках оголосити тривогу заздалегідь немає можливості, зважаючи на велику швидкість польоту ракети.  також повідомляють про вибухи в очакові.  вибухи в одесі. запуск ракет з акваторії чорного моря. харківська область - загроза обстрілу рсзв/отрк/артилерії. ℹ відповідаючи на ваші запитання: чи будуть ще запуски? запуски ракет можуть проводитися противником у будь-який час доби. інформації про плани запусків точно немає у новинних телеграм-каналів.  одеська область вибухи.   upd. збиття силами ппо. запуск ракет з акваторії чорного моря.  upd. попередньо ракети онікс запущені комплексом бастіон із західного берега криму.  upd. повідомлення про вибухи в одеській області."
2022-06-21," вибухи в харкові. запуск ракет з акваторії чорного моря.  активність стратегічної авіації рф. імовірні тривоги по країні протягом наступних 3-4 годин.  22:14 це тренувальний політ. німецькі самохідні гаубиці panzerhaubitze2000 вже перебувають на фронті. наші воїни вже б'ють ворога за допомогою m777, fh70, m109, ahs krab і caesar. відтепер до цього клубу найкращих приєднався і ph2000 - олексій резніков по острову зміїний завдали удару українські військові, гарнізон рф зазнав значних втрат - ок південь словенія передала україні близько 35 бойових машин піхоти м-80 югославського виробництва. харківська область - загроза обстрілу рсзв/отрк/артилерії. запуск ракет з акваторії чорного моря.  відносно свіжі знімки від maxar аеродрому енгельс-2, де базується стратегічна авіація рф, про вильоти якої ми вам повідомляємо буквально щодня.  перше зображення - бомбардувальники ту-95мс, у 90% операцій використовують саме їх. друге - ту-160, надзвукові бомбардувальники з крилом змінної стріловидності. поки що не були помічені у використанні. обидві машини досить цікаві, хто цікавиться - почитайте.  у харкові вибухи. є влучання.  в акваторії чорного моря зараз перебувають три підводні човни чф рф класу варшав'янка: старий оскол, колпіно і ростов-на-дону. запуск ракет з акваторії чорного моря.  імовірність запуску ракет з акваторії чорного моря.  вибухи в миколаєві. робота тактичної авіації в районі окупованих територій донецької та луганської областей. тривоги по східних і центральних областях. харківська область - загроза обстрілу рсзв/отрк/артилерії."
2022-06-22,"робота ворожої авіації вздовж кордону північних і східних областей.  севастополь групі 9637: блискавка, ополітизм; цікаво, що правильно аполітизм. чи це навмисна помилка, чи росіяни не знають своєї мови, залишається лише здогадуватися.  севастополь групі 9033: блискавка, неоновий; термінове повідомлення групі кораблів чф рф. запуск ракет авіацією, імовірно з бєлгородської області.  короткий огляд поточної ситуації:  - повідомлення про захід військ зсу в херсон не відповідають дійсності. - підвищена увага нато до сувалкського коридору. рф намагається влаштовувати провокації, включно з демонстративними порушеннями кордонів і прольотами авіації. - біля аеродрому шайківки активна комунікація, можливі вильоти як і в бік країн балтії, так і до східних областей україни з подальшим запуском ракет. на 20:30 злетів бортів не помічено. допомогти зібрати на 3 байрактари для зсу від фонду притули та лаченкова навіть невеликий грошовий переказ наближає нашу спільну перемогу.    активність дальньої авіації в калузькій області.  можуть бути тривоги в східних і центральних областях протягом сьогоднішнього дня. запуск ракет з акваторії чорного моря. запуск ракет з акваторії чорного моря.  upd. повідомлення про вибухи в області. запуск ракет з акваторії чорного моря.  upd. повідомлень про вибухи немає. ℹ ви часто пишете, що вам цікавий більш докладний опис нашої та ворожої техніки, карти з переміщенням військ на фронті та низка інших питань.  водночас я бачу дедалі більшу кількість вимкнених сповіщень і спад активності, коли публікуються трохи більш розгорнуті пости.  розумію, що більша частина з вас підписалася на канал, щоб отримувати сповіщення виключно про запуски ракет і роботу авіації. напишіть у коментарях, що вам цікаво, чого не вистачає.  я поки що бачу рішення в такому - все, що не пов'язано безпосередньо зі стратегічною і тактичною авіацією, я можу публікувати на окремому каналі. харківська область - загроза обстрілу рсзв/отрк/артилерії. запуск ракет з акваторії чорного моря.  вибухи в миколаєві.  upd. ймовірно отрк іскандер з боку херсонської області. upd. повідомляють про щонайменше 8 вибухів. новошахтинськ, ростовська область удар безпілотником pd-2 по нпз. як там справи з аналоговнет ппо, росія?  uаf | підписатися | чат запуск ракет з акваторії чорного моря.  upd. повідомлень про вибухи немає.  повідомлення про підвезення ракет для отрк іскандер сьогодні вранці в бєлгородській області. запуск ракет з акваторії чорного моря.  upd. повідомлень про прильоти немає.  на херсонському напрямку прогрес - повідомлення про взяття киселівки силами зсу. у такому разі до херсона залишається 10 км. інформація неофіційна, чекаємо підтверджень від генштабу."
2022-06-23," вибухи в запорізькій області.  незвичайна тривога в західних областях. не ігноруйте.  зльотів у білорусі не зафіксовано. upd. пішли відбої, імовірно перестрахувалися. одразу три хороші новини: вас уже 5000, величезна подяка за це!  україна офіційно кандидат на членство в єс на байрактари зібрали 90% суми за добу. ми допомогли і частина ваших донатів теж.  активність стратегічної авіації рф.   21:20 зліт борту 37992 з аеродрому енгельс-2. 21:28 зліт борту 20843 21:38 курс південно-східний, схоже на тренувальний політ. 23:33 очевидно, курс на базу українка на далекому сході. йде перекидання техніки. не вийшло з каспію, пробують інший напрямок. запуск ракет дальньою авіацією, з району бєлгородської області. є ракетна загроза для західних областей.  інформація оновлюється запуск ракет з акваторії каспійського моря з ту-95мс. ракети х-101/х-55.  18:02 збиття ракет силами ппо.  короткий огляд поточної ситуації:  - учора було здійснено підвезення ракет для отрк іскандер на південь бєлгородської області рф; - завантаження ракет калібр у порту новоросійська сьогодні вранці; - судячи з усього, батарея іскандерів у новій каховці херсонської області, миколаїв обстрілювали звідти неодноразово; - повідомлення про ймовірне нанесення ракетних ударів комплексом бастіон у криму по миколаївській та одеській областях. запуск ракет з акваторії чорного моря.  upd. збиття однієї ракети силами ппо. upd. збиття другої уточнюється.  зараз і далі вдень загроза артилерійських обстрілів у східних областях.  миколаївська область - загроза артобстрілу.  upd. запуски іскандерів із херсонської області. запуск ракет дальньою авіацією. імовірно ту-95мс із району астраханської області. загроза потрапляння в центральних і західних областях. операцію проводять у режимі радіомовчання.  upd. повідомлень про вибухи немає. відбої в областях.  нічному світінню в чорному морі немає інших пояснень, окрім того, що це газова вишка, яка горить. це підтверджують як знімки із супутника, так і firms. 45°22'33.2 n 30°55'52.0 e  триває військова операція з ураження сил і засобів противника на острові зміїному. зафіксовано влучання в ще один зенітний ракетно-гарматний комплекс панцир-с1 - ок південь - про повідомлення із севастополя. вони шифровані, і без книги відповідності зрозуміти, про що передача, неможливо. ми розуміємо тільки від кого і кому була передача, і те, що повідомлення термінове (блискавка). - про заграву в морі - немає даних про будь-які події в морі. це можуть бути атаки зсу на острів зміїний, а можуть і не бути. будь-яка оперативна інформація тримається в таємниці, до офіційних заяв."
2022-06-24,"у харківській області артобстріл, безліч вибухів. безумовно це запуск ракет х-101/х-55 з ту-95мс.  про причини радіомовчання напишу окремо. ℹ ви запитуєте, чи може бути запуск з каспію зараз? може, але в режимі тиші. ми не фіксували переговорів стратегічної авіації.  вибухи в миколаєві. запуск ракет з акваторії чорного моря.  20:20 імовірно курс на північний схід.  велика напруженість розвідувальної авіації нато і рф у районі калінінграда зараз.  перше відео з роботою американських m142 himars на території україни по ворожих позиціях. запуск ракет з акваторії чорного моря.  upd. збиття силами ппо. збиття силами ппо.  02:00 запуск ракет бортом 94575.  активність стратегічної авіації рф.   борт 94575. борт 94570. вибухи, які чути в запоріжжі, це, найімовірніше, артудуель з боку василівки. виключно припущення - ймовірні удари оніксами по одеській і миколаївській областях та іскандерами по миколаєву найближчої доби.  запуски з бєлгородської області рф. вибухи в харкові."
2022-06-25,"у харкові зараз безліч вибухів, не пишу про кожен, думаю, місцеві й так знають  вибухи в харківській області.  кривий ріг - вибухи.  upd. попередньо робота ппо.  імовірність запуску ракет з акваторії чорного моря.  20:35 запуск ракет.  вибухи в київській області.  upd. працювало ппо.  у рівненській області вибухи. працює ппо. імовірні прильоти. у сватовому знищено склад боєприпасів противника, який було розміщено в районі комбікормового заводу.  район загоряння: 49.3937057, 38.1768656 запуск ракет з акваторії чорного моря.  короткий огляд того, що сталося за ніч.  кількість запущених за ніч ракет складно порахувати - не всі борти перебували в режимі радіоприйому. однак ми припускаємо, що: 6 бортів стратегічної авіації запустили понад 20 ракет (1 ракета, не запустившись, впала); тактична авіація запустила понад 10 ракет (літали в кілька заходів, немає можливості отримати дані); флот - немає точних даних; отрк іскандер із бєлгородської та херсонської областей - немає точних даних; попередньо, наша оцінка ≈ 40 ракет. точну кількість ракет, і локації куди влучив або не влучив ворог напишуть офіційні джерела - військові адміністрації. ми дотримуємося вимоги генштабу до нерозголошення такого роду даних.  за твердженнями групи беларускі гаюн російські літаки заходили в повітряний простір білорусі і звідти робили запуски по території україни. це частково так, однак у нас є відомості про запуски і з південно-східного напрямку. запуски відбувалися в різний час і різними робочими групами.  безумовно, сьогоднішня ніч одна з найбільш напружених за останній час. однак, рекомендуємо зберігати холодність розуму та не ігнорувати сигнали повітряної тривоги. читайте офіційні джерела інформації та вірте в зсу. у харкові теж були вибухи трохи раніше. миколаїв - вибухи.  попередньо 7 ракет. ми і наші колеги схиляємося до думки, що загальний рахунок запущених ракет за ніч перевалив за 40 штук. включаючи пуски тактичної, стратегічної авіації та пуски з моря. запуск ракет з акваторії чорного моря.  імовірність запуску ракет з акваторії чорного моря. повідомлення про 4 нові запуски з наровлі, білорусь. житомирська, київська, вінницька, чернігівська - увага. повідомлення про 4 нові запуски з наровлі, білорусь. житомирська, київська, вінницька, чернігівська - увага.  київська, житомирська, чернігівська - тривоги. можливі запуски з території білорусі. разом наразі випущено понад 20 ракет дальньою авіацією рф і авіацією з території білорусі (приналежність винищувачів не зрозуміла). є повідомлення про прильоти в декількох областях. населені пункти, фотографії та відео не публікуємо. запуски ракет авіацією з білорусі. - гаюн загроза для київської, житомирської областей. актуально.  повідомлення про роботу ппо в житомирській, львівській, полтавській областях. є одне збиття в київській області. ймовірно є прильоти. 6 успішних пусків, 1 невдалий. це від 6 до 18 ракет. ще один успішний запуск бортом 37992.  вибухи в київській області. ще один успішний пуск бортом 94572. ще один успішний пуск бортом 38046. два успішних запуски ракет. один невдалий.  радіограма борту 38043.  радіограма борту 94578.  радіограма борту 38048.  радіограма групи ту-22м3. загроза влучання по західних областях.  активність стратегічної авіації рф.  ймовірно група ту-22м3.  борт 38048; борт 94578; борт 38043; борт 38046; борт 94572; борт 37992; інформація доповнюється харківська область - артобстріл. робота тактичної авіації у східних областях. дніпропетровська, запорізька області. повідомлення про запуск ракет з акваторії чорного моря."
2022-06-26," вибухи в харкові. запуски ракет іскандер із бєлгородської області.  активність стратегічної авіації рф. можливі тривоги по країні протягом наступних 2-3 годин. інформація буде оновлюватися в цьому пості.  зліт борту 40363; курс південно-східний;  збиття силами ппо. 18:42 запуск ракет мозир, білорусь. уточнюється.  іспанія розмістила батарею зрк nasams у латвії. - latvian armija цей процес відбувається в рамках нарощування присутності нато в регіоні. 24 червня російські окупанти в енергодарі проводили укріплення окопів поблизу запорізької аес. рашисти звели невеликі фортифікаційні споруди. також, недалеко від села мічуріна помічено рсзв. безмозкі русаки допускають думку військових дій біля стін найбільшого ядерного об'єкта в європі.  вибухи в одеській області. upd. збиття двох ракет онікс запуск ракет з акваторії чорного моря. 24 лютого рф планувала скинути десант вдв з технікою в києві з 20-ти літаків іл-76. фотографії підготовки операції, яка не відбулася.   запуск ракет бортом 20843.  активність стратегічної авіації рф. спостерігаємо за ситуацією. попередньо, робота з району астраханської області. 12:21 запуск двох ракет, мозир, білорусь - гаюн  вибухи в харкові. тривоги в усьому східному регіоні - та сама робота ворожої авіації вздовж кордонів. можливо в поєднанні з артобстрілами.  не ігноруйте сигнали тривоги, пройдіть до сховища. 11:37 пуск 2х ракет біля солігорська - гаюн вибухи в києві, київській області та черкасах. 11:29 запуск п'ятої ракети з мозиря, білорусь - гаюн  11:23 - 11:26 запуск 4-х ракет із мозиря, білорусь - гаюн  два f-18 сил нато в повітрі польщі на захід від бреста.  11:14 три ту-22м3 помічені на шляху на південь над бобруйськом, білорусь - гаюн київ, черкаси, вінниця - повітряна тривога. північні та західні області. не ігноруйте сигнали тривоги. вибухи в миколаєві. upd. ппо збила одну з ракет. вибухи в києві. загроза потрапляння для західних областей.  короткий огляд поточної ситуації та відповіді на ваші запитання:  станом на 05:35, два борти стратегічної авіації рф проводили навчально-бойовий виліт від аеродрому шайківка до північних кордонів україни. о 04:15 було здійснено імітацію пуску ракетного снаряда(-ів).  ні в нас, ні в будь-кого ще, крім зсу, немає інформації про те, якого роду операція імітувалася. ми наполегливо пропонуємо утриматися від паніки і спекуляцій. о 04:41 було здійснено пуск ракет бортом 66567. ймовірно було збиття силами ппо. у всякому разі, наразі про влучання нічого не відомо.  відповідаючи на ваші запитання: ситуація навколо естонії та литви: - ми не бачимо жодної підозрілої активності на кордонах або в повітряному просторі.  польоти вздовж кордонів, як і польоти з вимкненими транспондерами - звична, для останніх місяців, справа. так, обстановка навколо калінінграда напружена, але ніяких дій не виявлено.  дані з інших каналів та їхня аналітика: - у нас один канал на даний момент - цей. ми не ведемо інші канали, і не передаємо їм дані. ми так само не можемо прокоментувати діяльність цих каналів, їхні джерела ітд. наша команда бере дані, перехоплюючи передачі та радіограми російських збройних сил. якщо ми посилаємося на когось, то про це вказуємо. запуск ракет з акваторії чорного моря. загроза артобстрілу в східних областях. миколаїв під обстрілом отрк із херсонської області.  upd. повідомлення про 15 пусків. північні області: київська, чернігівська, житомирська - увага.  05:03 - відбій. запуск ракети бортом 66567.  upd. імовірно збиття. немає повідомлень про прильоти. один невдалий запуск ракети бортом 33193.  активність стратегічної авіації рф. імовірні тривоги по країні протягом наступних 2-3 годин.  зліт борту 33193; зліт борту 66567; зліт борту 79995; 03:48 гаюн підтверджує проліт бортів на південь через територію білорусі. 04:30 курс південно-східний.  інформація оновлюється запуск ракет з акваторії чорного моря. загроза артобстрілу в дніпропетровській, запорізькій областях."
